NAME,CLUB,LEAGUE,NATION,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,WORKRATE,STRONGFOOT,WEAKFOOT,SKILLMOVES,LOADDATE
Rayan Raveloson,ESTAC Troyes,France Ligue 2,Madagascar,CB,Bronze,62,59,49,54,57,60,67,Medium / Medium,Right,2,2,
Tom Soares,AFC Wimbledon,England EFL League One,England,CM,Bronze,62,61,23,38,43,61,65,Low / Low,Right,3,2,
Ilias Chatzitheodoridis,Panathinaikos FC,Greece A'Ethniki,Greece,LB,Bronze,62,52,29,46,43,64,59,Medium / Medium,Left,2,2,
Jin YangYang,Hebei China Fortune,China Super League,China PR,CB,Bronze,62,83,30,45,58,58,57,Medium / Medium,Right,3,2,
Terell Thomas,AFC Wimbledon,England EFL League One,England,CB,Bronze,62,80,59,57,58,43,64,Medium / High,Right,3,2,
Jack Baird,St. Mirren,Scotland Premiership,Scotland,CB,Bronze,62,53,34,38,41,63,64,Medium / Medium,Right,3,2,
Moses Makasi,West Ham United,England Premier League,England,CM,Bronze,62,65,32,50,57,59,66,Medium / Medium,Right,3,2,
John Kitolano,Wolverhampton Wanderers,England Premier League,Norway,LWB,Bronze,62,60,60,58,60,37,63,High / Medium,Left,0,2,
Ibrahim Cissé,Angers SCO,France Ligue 1,France,CB,Bronze,62,65,27,42,55,61,68,Medium / Medium,Right,2,2,
Emil Jonassen Sætervik,FK Bodø/Glimt,Norway Eliteserien,Norway,LB,Bronze,62,73,41,57,61,56,62,Medium / Medium,Left,2,2,
Marvin Büyüksakarya,VfR Aalen,Germany 3. Liga,Germany,RB,Bronze,62,83,61,39,56,20,66,High / Medium,Right,4,3,
Martin Pribula,Zagłębie Sosnowiec,Poland Ekstraklasa,Slovakia,LM,Bronze,62,56,24,40,35,61,68,Medium / Medium,Left,3,2,
Ahmad Al Habib,Al Ettifaq,Saudi Dawry Jameel League,Saudi Arabia,CB,Bronze,62,78,60,54,63,25,53,Low / Medium,Right,2,2,
Harry Anderson,Lincoln City,England EFL League Two,England,RM,Bronze,62,66,55,57,63,53,60,Medium / Medium,Right,3,2,
Eric García,Manchester City,England Premier League,Spain,CB,Bronze,62,77,53,57,63,27,62,Medium / High,Right,3,2,
Eric Björkander,GIF Sundsvall,Sweden Allsvenskan,Sweden,CB,Bronze,62,68,29,40,47,62,63,Low / High,Right,3,2,
Antonio Palumbo,Salernitana,Italy Serie B,Italy,CM,Bronze,62,73,32,52,58,61,68,Medium / Medium,Right,3,2,
Mauricio Albornoz,IK Sirius,Sweden Allsvenskan,Sweden,CDM,Bronze,62,67,33,50,56,60,72,Medium / Medium,Right,2,2,
Nicolás Royón,Patronato,Argentina Primera División ,Uruguay,ST,Bronze,62,72,59,59,65,34,60,Medium / Medium,Right,3,2,
Tim Björkström,IK Sirius,Sweden Allsvenskan,Sweden,RB,Bronze,62,76,60,41,62,27,57,High / High,Right,2,2,
Markus Thorbjörnsson,Dalkurd FF,Sweden Allsvenskan,Sweden,CB,Bronze,62,55,26,42,36,65,59,Medium / Medium,Left,2,2,
Bruno Michel,Ohod Club,Saudi Dawry Jameel League,Brazil,CAM,Bronze,62,54,63,58,57,40,62,Medium / Low,Left,3,4,
Kang Ji Yong,Incheon United,Korea K-League Classic,Korea Republic,CB,Bronze,62,75,62,46,58,18,61,Medium / High,Right,3,2,
Maurice Multhaup,1. FC Heidenheim,Germany 2. Bundesliga,Germany,RM,Bronze,62,72,60,49,59,21,63,Medium / Medium,Right,3,3,
Jiang Jiajun,Chongqing Lifan,China Super League,China PR,RB,Bronze,62,70,55,57,65,58,60,Medium / High,Right,3,2,
Lin Chuangyi,Shanghai SIPG,China Super League,China PR,CAM,Bronze,62,79,60,42,51,22,77,Medium / Medium,Right,3,3,
Zheng Dalun,Tianjin Quanjian,China Super League,China PR,RM,Bronze,62,71,60,48,60,23,46,Medium / Medium,Right,3,3,
Korbinian Burger,SG Sonnenhof Großaspach,Germany 3. Liga,Germany,CB,Bronze,62,64,60,58,60,26,56,Medium / Medium,Left,3,2,
Samúel Kári Friðjónsson,Vålerenga,Norway Eliteserien,Iceland,CM,Bronze,62,64,45,56,57,57,76,Medium / Medium,Right,3,2,
Łukasz Moneta,Zagłębie Lubin,Poland Ekstraklasa,Poland,LM,Bronze,62,68,31,50,54,60,63,Medium / Medium,Left,2,2,
Adam Phillips,Norwich City,Scotland Premiership,England,CM,Bronze,62,81,58,47,62,21,54,Medium / Medium,Right,3,3,
Jur Schryvers,Waasland-Beveren,Belgium Jupiler Pro League,Belgium,RB,Bronze,62,52,63,45,50,33,69,Medium / Medium,Right,3,2,
Tomonobu Yokoyama,Hokkaido Consadole Sapporo,Japan J1 League,Japan,CB,Bronze,62,65,62,47,55,23,59,Medium / High,Right,3,2,
Ismail Mohammed Al Ma...,Al Taawoun,Saudi Dawry Jameel League,Saudi Arabia,ST,Bronze,62,72,32,43,55,60,68,Medium / Medium,Right,3,2,
Jérémie Porsan-Clemente,Montpellier HSC,France Ligue 1,France,ST,Bronze,62,57,43,59,54,61,64,Medium / Medium,Right,3,2,
Rubén Mesa,Villarreal CF,Spain Primera Division,Spain,ST,Bronze,62,73,40,51,57,59,64,Medium / Medium,Right,3,2,
Cameron Humphreys-Grant,Manchester City,England Premier League,England,CB,Bronze,62,70,53,56,63,34,53,Medium / Medium,Right,2,2,
Joel Gerezgiher,SG Sonnenhof Großaspach,Germany 3. Liga,Germany,LM,Bronze,62,76,50,54,60,58,71,High / Medium,Right,3,3,
Antony Golec,Central Coast Mariners,Australia Hyundai A-League,Australia,CB,Bronze,62,62,33,40,45,57,78,Medium / Medium,Left,4,2,
Tom Aldred,Motherwell,Scotland Premiership,Scotland,CB,Bronze,62,73,33,39,43,63,63,Medium / High,Right,2,2,
Paúl Uscanga,Gallos Blancos de Querétaro,Mexico Liga MX,Mexico,CM,Bronze,62,76,56,53,63,28,57,Medium / Medium,Right,3,2,
Rene Renner,SV Mattersburg,Austria Bundesliga,Austria,LM,Bronze,62,35,24,31,35,59,79,Medium / Medium,Left,3,2,
Mickey Demetriou,Newport County,England EFL League Two,England,CB,Bronze,62,75,56,55,64,51,68,High / High,Left,3,2,
Sinan Kurt,Hertha BSC,Germany 1. Bundesliga,Germany,LM,Bronze,62,77,56,57,62,50,65,Medium / Low,Left,3,4,
Stephen Hendrie,Southend United,England EFL League One,Scotland,LB,Bronze,62,71,49,55,59,59,67,Medium / Medium,Left,3,2,
Harrison Dunk,Cambridge United,England EFL League Two,England,LM,Bronze,62,29,24,40,37,62,67,High / High,Left,3,2,
Danny Newton,Stevenage,England EFL League Two,England,ST,Bronze,62,67,53,63,64,36,46,High / High,Left,4,2,
Juan Pablo Ramírez,Atlético Nacional,Colombia Liga Aguila,Colombia,CM,Bronze,62,56,61,48,61,23,62,Medium / Medium,Left,3,3,
Fraser Franks,Newport County,England EFL League Two,England,CB,Bronze,62,84,53,51,61,56,64,Medium / Medium,Right,3,2,
Maximilian Pronichev,Erzgebirge Aue,Germany 2. Bundesliga,Russia,CF,Bronze,62,81,60,64,69,41,51,High / Medium,Right,4,2,
Kim Sang Won,Jeju United,Korea K-League Classic,Korea Republic,LM,Bronze,62,67,58,62,64,61,55,High / Medium,Left,3,2,
Talal Majrashi,Ohod Club,Saudi Dawry Jameel League,Saudi Arabia,RM,Bronze,62,57,26,31,44,62,75,Medium / Medium,Right,4,3,
Martyn Woolford,Grimsby Town,England EFL League Two,England,LM,Bronze,62,66,27,49,56,61,66,Medium / Medium,Left,3,3,
Daniel Fredrik Granli,Stabæk Fotball,Norway Eliteserien,Norway,CB,Bronze,62,61,25,43,49,61,67,Medium / Medium,Right,3,2,
Carlitos,Wisła Płock,Poland Ekstraklasa,Portugal,LM,Bronze,62,54,25,37,37,61,73,High / Medium,Right,3,3,
Jamie Devitt,Carlisle United,England EFL League Two,Republic of Ireland,RM,Bronze,62,47,32,32,40,60,75,Medium / Low,Right,3,2,
Jordan van der Gaag,NAC Breda,Holland Eredivisie,Netherlands,CAM,Bronze,62,33,58,46,57,60,57,Medium / Medium,Left,3,3,
Sun Shilin,Shanghai Greenland Shenhua,China Super League,China PR,CDM,Bronze,62,62,53,58,64,63,73,Medium / Medium,Right,3,2,
Gabriel Mutombo,US Orléans,France Ligue 2,France,CB,Bronze,62,65,61,42,57,36,70,Medium / Medium,Right,2,2,
Eddy Francis,Shanghai Greenland Shenhua,China Super League,China PR,CB,Bronze,62,51,25,44,43,63,62,Medium / Medium,Left,3,2,
Lewis Young,Crawley Town,England EFL League Two,England,RWB,Bronze,62,76,62,49,63,27,49,Medium / Medium,Right,2,2,
Stefan Schimmer,SpVgg Unterhaching,Germany 3. Liga,Germany,ST,Bronze,62,83,33,45,58,57,62,Medium / Medium,Right,4,2,
Kim Dae Jung,Incheon United,Korea K-League Classic,Korea Republic,CB,Bronze,62,77,61,50,67,30,63,Medium / High,Right,3,2,
Nicolás Roa,Deportivo Cali,Colombia Liga Aguila,Colombia,RWB,Bronze,62,67,53,59,65,33,45,High / Medium,Right,4,2,
Florian Hart,SV Mattersburg,Austria Bundesliga,Austria,RB,Bronze,62,88,52,53,62,52,51,High / Medium,Right,3,2,
Juan David Jiménez,Atlético Bucaramanga,Colombia Liga Aguila,Colombia,CDM,Bronze,62,63,28,42,50,60,71,Medium / Medium,Right,3,2,
Abdullah Al Shamekh,Al Raed,Saudi Dawry Jameel League,Saudi Arabia,LB,Bronze,62,74,61,58,60,32,49,Medium / Medium,Left,3,2,
Michael Gardawski,Korona Kielce,Poland Ekstraklasa,Germany,RM,Bronze,62,76,60,45,63,27,60,Medium / High,Right,2,2,
Yun Sang Ho,Incheon United,Korea K-League Classic,Korea Republic,CM,Bronze,62,67,30,48,57,62,65,High / High,Left,3,2,
Liridon Kalludra,Kristiansund BK,Norway Eliteserien,Sweden,CM,Bronze,62,67,46,58,62,56,57,Medium / Medium,Right,3,3,
Tadeusz Socha,Arka Gdynia,Poland Ekstraklasa,Poland,RB,Bronze,62,64,58,62,63,50,60,Medium / Medium,Right,3,2,
Amir Adouyev,Montpellier HSC,France Ligue 1,France,CAM,Bronze,62,66,54,64,68,46,48,Medium / Medium,Right,4,3,
Fran Serrano,Granada CF,Spain Segunda A,Spain,CB,Bronze,62,71,56,60,60,46,65,Medium / Medium,Right,3,2,
Bent Sørmo,Kristiansund BK,Norway Eliteserien,Norway,RB,Bronze,62,70,45,61,69,26,39,Medium / Medium,Right,3,2,
Omenuke Mfulu,Red Star FC,France Ligue 2,DR Congo,CM,Bronze,62,68,52,59,63,53,71,Medium / Medium,Right,3,2,
Dan Gardner,Oldham Athletic,England EFL League Two,England,CM,Bronze,62,75,56,61,60,51,70,High / Medium,Right,4,3,
Mohammed Al Saiari,Al Hazem,Saudi Dawry Jameel League,Saudi Arabia,ST,Bronze,62,71,56,61,62,44,57,Medium / Medium,Right,3,2,
Khaled Al Kaabi,Al Shabab,Saudi Dawry Jameel League,Saudi Arabia,RM,Bronze,62,88,55,49,65,26,55,High / Medium,Right,3,3,
Maximilian Bauer,SpVgg Unterhaching,Germany 3. Liga,Germany,RB,Bronze,62,69,37,41,45,63,73,Medium / Medium,Right,4,2,
Joe Nuttall,Blackburn Rovers,England EFL Championship,England,ST,Bronze,62,76,59,55,63,27,51,Medium / Low,Right,3,2,
Wojciech Łobodziński,Miedź Legnica,Poland Ekstraklasa,Poland,RM,Bronze,62,66,30,52,51,62,66,Medium / Medium,Right,2,3,
Daniel Jarl,IK Sirius,Sweden Allsvenskan,Sweden,CB,Bronze,62,50,62,51,57,38,72,Medium / Medium,Left,3,2,
Ben Gladwin,Blackburn Rovers,England EFL Championship,England,CM,Bronze,62,60,43,57,59,60,73,Medium / Low,Right,4,3,
Keith Lowe,Macclesfield Town,England EFL League Two,England,CB,Bronze,62,68,52,59,66,61,36,Medium / Medium,Right,3,2,
Ryan Kitto,Adelaide United,Australia Hyundai A-League,Australia,LW,Bronze,62,74,54,57,66,32,52,Medium / Medium,Left,3,2,
Rodin Quiñones,Independiente Medellín,Colombia Liga Aguila,Colombia,RW,Bronze,62,78,59,53,70,22,50,Medium / Medium,Right,3,2,
Joe Morrell,Bristol City,England EFL Championship,Wales,CM,Bronze,62,69,56,57,66,24,41,Medium / Medium,Right,3,3,
Barry Maguire,Limerick FC,Rep. Ireland Airtricity League,Netherlands,CM,Bronze,62,71,51,62,64,43,45,Medium / Medium,Right,3,2,
Craig Mackail-Smith,Wycombe Wanderers,England EFL League One,Scotland,RW,Bronze,62,58,42,48,48,57,81,High / Medium,Right,3,2,
Jordan Teze,PSV,Holland Eredivisie,Netherlands,RB,Bronze,62,72,55,62,67,57,49,High / High,Right,3,2,
Nader Ghandri,Antwerp,Belgium Jupiler Pro League,Tunisia,CB,Bronze,62,62,52,56,55,58,76,Medium / Medium,Right,2,2,
Mansour Ibrahim Hamzi,Al Fateh,Saudi Dawry Jameel League,Saudi Arabia,RM,Bronze,62,73,57,57,67,32,50,Medium / Medium,Right,2,3,
Vykintas Slivka,Hibernian,Scotland Premiership,Lithuania,CM,Bronze,62,67,49,56,62,55,69,Medium / Medium,Right,3,3,
Jacob Barrett Laursen,Odense Boldklub,Denmark Superliga,Denmark,LB,Bronze,62,85,28,44,59,56,60,High / Medium,Left,3,2,
Deniz Undav,SV Meppen,Germany 3. Liga,Germany,ST,Bronze,62,69,65,49,63,23,43,Medium / Low,Right,5,3,
Mateusz Wdowiak,Cracovia Kraków,Poland Ekstraklasa,Poland,LM,Bronze,62,64,43,58,63,64,64,Medium / Medium,Right,2,2,
Óttar Magnús Karlsson,Trelleborgs FF,Sweden Allsvenskan,Iceland,ST,Bronze,62,63,43,58,60,50,69,Medium / Medium,Left,3,2,
Daniel Mullen,Wellington Phoenix,Australia Hyundai A-League,Australia,RB,Bronze,62,76,40,57,61,55,63,Medium / Medium,Right,3,2,
Kamil Dankowski,Śląsk Wrocław,Poland Ekstraklasa,Poland,RB,Bronze,62,69,57,56,66,29,52,Medium / Medium,Right,3,2,
Joaquin Verdugo,Huachipato,Chile Campeonato Nacional Scotiabank,Chile,CAM,Bronze,62,74,27,35,47,60,73,High / Medium,Right,3,2,
Alexander Rossipal,SV Sandhausen,Germany 2. Bundesliga,Germany,LB,Bronze,62,62,53,58,60,57,81,High / Medium,Left,3,2,
Adam Dźwigała,Wisła Płock,Poland Ekstraklasa,Poland,CB,Bronze,62,45,29,46,52,61,59,Medium / Medium,Right,3,2,
Fabien Robert,Forest Green Rovers,England EFL League Two,France,CAM,Bronze,62,67,65,39,55,22,53,Medium / Medium,Right,3,2,
Oli Shaw,Hibernian,Scotland Premiership,Scotland,ST,Bronze,62,66,35,52,55,59,62,Medium / Medium,Right,3,2,
Will Atkinson,Mansfield Town,England EFL League Two,England,CM,Bronze,62,66,61,58,66,41,51,High / High,Right,3,2,
Burim Kukeli,FC Sion,Switzerland Super League,Albania,CM,Bronze,62,72,58,53,67,28,44,Medium / Medium,Left,3,2,
Mario Jelavić,Mouscron,Belgium Jupiler Pro League,Croatia,ST,Bronze,62,67,55,56,61,60,69,Medium / Medium,Right,4,2,
Marcus Vinícius,Arka Gdynia,Poland Ekstraklasa,Brazil,RM,Bronze,62,67,54,62,61,54,63,Medium / Medium,Right,3,2,
Joseph Champness,Newcastle Jets,Australia Hyundai A-League,Australia,LM,Bronze,62,78,52,52,67,28,63,High / Low,Left,3,3,
Daniel Santa,Alianza Petrolera,Colombia Liga Aguila,Colombia,CDM,Bronze,62,77,49,60,64,31,58,Medium / Medium,Right,3,2,
Feng Zhuoyi,Henan Jianye,China Super League,China PR,CM,Bronze,62,72,50,55,56,62,74,Medium / Low,Right,3,2,
Rafał Augustyniak,Miedź Legnica,Poland Ekstraklasa,Poland,CB,Bronze,62,64,24,33,35,58,75,Medium / High,Right,3,2,
Herbert Paul,TSV 1860 München,Germany 3. Liga,Germany,RB,Bronze,62,73,51,55,63,47,55,Medium / High,Left,4,2,
James Dunne,Swindon Town,England EFL League Two,England,CM,Bronze,62,70,39,58,60,61,57,Medium / Medium,Right,3,2,
Christy Fagan,St. Patrick's Athletic,Rep. Ireland Airtricity League,Republic of Ireland,ST,Bronze,62,60,62,60,61,63,67,High / Medium,Right,3,2,
Fabian Piasecki,Miedź Legnica,Poland Ekstraklasa,Poland,LM,Bronze,62,76,58,54,66,28,63,Medium / Medium,Right,3,3,
David Ochieng,IF Brommapojkarna,Sweden Allsvenskan,Kenya,CB,Bronze,62,32,27,36,38,62,69,Medium / Medium,Right,3,2,
Liban Abdulahi,De Graafschap,Holland Eredivisie,Netherlands,CM,Bronze,62,69,38,41,45,56,80,Medium / Medium,Right,3,3,
Luis Perea,CA Osasuna,Spain Segunda A,Spain,CM,Bronze,62,62,25,50,52,64,66,Medium / Medium,Right,3,2,
Dario Šarić,Carpi,Italy Serie B,Bosnia Herzegovina,CM,Bronze,62,64,51,63,60,48,54,Low / Low,Right,3,2,
Ryo Shinzato,Júbilo Iwata,Japan J1 League,Japan,CB,Bronze,62,70,38,44,57,62,69,Medium / Medium,Right,3,2,
Mattias Håkansson,Trelleborgs FF,Sweden Allsvenskan,Sweden,LM,Bronze,62,56,24,34,39,60,79,High / Medium,Right,3,2,
Mounir Hamoud,Strømsgodset Toppfotball,Norway Eliteserien,Norway,LB,Bronze,62,53,62,51,61,31,67,Medium / Medium,Right,3,2,
Jason Hoffman,Newcastle Jets,Australia Hyundai A-League,Australia,RM,Bronze,62,76,47,56,66,38,46,High / Medium,Right,2,2,
Josh Laurent,Shrewsbury Town,England EFL League One,England,CM,Bronze,62,41,35,50,49,62,70,High / High,Right,3,2,
Ian Bermingham,St. Patrick's Athletic,Rep. Ireland Airtricity League,Republic of Ireland,LB,Bronze,62,68,51,55,58,59,71,High / High,Left,3,3,
Sonni Nattestad,AC Horsens,Norway Eliteserien,Faroe Islands,CB,Bronze,62,63,63,51,68,22,42,Medium / Medium,Left,3,2,
Kim Dong Min,Incheon United,Korea K-League Classic,Korea Republic,LB,Bronze,62,74,55,53,67,24,45,Medium / Medium,Right,2,2,
Matt Taylor,Swindon Town,England EFL League Two,England,LB,Bronze,62,64,48,58,59,61,68,Medium / Medium,Left,3,2,
Craig Sibbald,Livingston,Scotland Premiership,Scotland,CAM,Bronze,62,79,50,56,67,41,48,Medium / Low,Right,3,3,
Matt Bloomfield,Wycombe Wanderers,England EFL League One,England,CM,Bronze,62,72,59,53,68,42,41,High / High,Right,4,2,
Mark Ellis,Tranmere Rovers,England EFL League Two,England,CB,Bronze,62,64,23,48,43,61,67,Medium / Medium,Right,2,2,
Jan-Marc Schneider,FC St. Pauli,Germany 2. Bundesliga,Germany,ST,Bronze,62,72,51,56,69,46,59,Medium / Medium,Right,4,2,
Sal Zizzo,Atlanta United FC,USA Major League Soccer,United States,RB,Bronze,62,36,27,32,35,59,77,Medium / Medium,Right,3,2,
Courtney Duffus,Waterford FC,Rep. Ireland Airtricity League,Republic of Ireland,ST,Bronze,62,63,32,37,45,59,74,Medium / Medium,Right,2,2,
Lucas,FC Luzern,Switzerland Super League,Brazil,CB,Bronze,62,72,56,57,60,51,56,Medium / Medium,Right,3,2,
Turki Al Ammar,Al Shabab,Saudi Dawry Jameel League,Saudi Arabia,CM,Bronze,62,75,46,49,62,62,68,Medium / Low,Right,3,3,
Boris Prokopič,SCR Altach,Austria Bundesliga,Austria,CM,Bronze,62,68,32,40,43,56,77,Medium / Medium,Right,3,3,
Christoph Kröpfl,TSV Hartberg,Austria Bundesliga,Austria,LM,Bronze,62,68,59,62,65,45,59,Medium / Low,Right,4,4,
Yannis Ammour,Montpellier HSC,France Ligue 1,France,ST,Bronze,62,62,40,51,47,60,69,High / Medium,Left,3,2,
Alex Kenyon,Morecambe,England EFL League Two,England,CDM,Bronze,62,60,28,42,39,59,66,Medium / High,Left,2,2,
Sam Barratt,Southend United,England EFL League One,England,LM,Bronze,62,81,61,52,63,23,54,High / Medium,Left,3,2,
Zhu Jianrong,Shanghai Greenland Shenhua,China Super League,China PR,ST,Bronze,62,85,58,57,66,26,49,Medium / Low,Left,4,2,
Mateusz Piątkowski,Miedź Legnica,Poland Ekstraklasa,Poland,ST,Bronze,62,42,63,59,59,28,57,Medium / Medium,Right,3,2,
Ali Al Zubaidi,Al Raed,Saudi Dawry Jameel League,Saudi Arabia,RB,Bronze,62,71,60,61,65,33,64,High / Medium,Right,3,2,
Benjamin Schwarz,Preußen Münster,Germany 3. Liga,Germany,CDM,Bronze,62,85,42,58,67,60,73,Medium / High,Left,3,2,
Casper Nielsen,Odense Boldklub,Denmark Superliga,Denmark,CM,Bronze,62,61,54,60,58,60,62,Medium / Medium,Right,3,3,
Matt Simon,Central Coast Mariners,Australia Hyundai A-League,Australia,ST,Bronze,62,65,51,59,62,55,66,High / High,Right,3,2,
Wan Houliang,Beijing Renhe,China Super League,China PR,CB,Bronze,62,75,52,61,62,44,59,Medium / High,Right,2,2,
Eldis Bajrami,SKN St. Pölten,Austria Bundesliga,FYR Macedonia,RM,Bronze,62,47,26,39,34,60,75,Medium / Low,Left,4,3,
Colin Daniel,Peterborough United,England EFL League One,England,LB,Bronze,62,43,40,50,53,60,63,High / Medium,Left,2,2,
Jabo Ibehre,Cambridge United,England EFL League Two,England,ST,Bronze,62,74,59,58,64,36,56,Medium / Medium,Right,2,2,
Kodjovi Koussou,TSV 1860 München,Germany 3. Liga,Germany,RM,Bronze,62,88,37,51,55,57,67,High / Medium,Right,4,3,
Robbie Muirhead,Milton Keynes Dons,England EFL League Two,Scotland,ST,Bronze,62,78,56,51,61,32,67,Medium / High,Left,3,2,
Alan Bennett,Cork City,Rep. Ireland Airtricity League,Republic of Ireland,CB,Bronze,62,51,35,36,32,61,72,Low / Medium,Right,2,2,
Liu Weidong,Chongqing Lifan,China Super League,China PR,RW,Bronze,62,68,22,44,52,63,68,High / Medium,Right,3,2,
Misael Cubillos,Deportes Iquique,Chile Campeonato Nacional Scotiabank,Chile,RW,Bronze,62,67,37,54,56,60,55,Medium / Low,Right,3,2,
Jonathan Rebolledo,Deportes Iquique,Chile Campeonato Nacional Scotiabank,Chile,RM,Bronze,62,79,62,43,66,35,43,High / Medium,Left,3,2,
Greg Bolger,Shamrock Rovers,Rep. Ireland Airtricity League,Republic of Ireland,CDM,Bronze,62,71,62,48,61,35,62,Medium / Medium,Right,3,2,
Lars Grorud,Sandefjord Fotball,Norway Eliteserien,Norway,CB,Bronze,62,66,57,62,65,49,70,Medium / High,Right,3,2,
Camilo Ponce,Everton de Viña del Mar,Chile Campeonato Nacional Scotiabank,Chile,ST,Bronze,62,78,59,47,65,19,56,Medium / Medium,Right,3,2,
Henrik Gjesdal,Kristiansund BK,Norway Eliteserien,Norway,CB,Bronze,62,59,53,62,62,62,49,Low / Medium,Left,2,2,
Aleksander Foosnæs,Ranheim Fotball,Norway Eliteserien,Norway,LB,Bronze,62,75,43,55,63,60,61,Medium / Medium,Left,2,2,
Billy Nordström,IFK Göteborg,Sweden Allsvenskan,Sweden,LWB,Bronze,62,64,30,58,59,58,70,Medium / Medium,Left,2,2,
Diego Rosende,Palestino,Chile Campeonato Nacional Scotiabank,Chile,CM,Bronze,62,74,58,43,60,26,57,Medium / Medium,Right,3,2,
Óscar Rodas,Boyacá Chicó FC,Colombia Liga Aguila,Colombia,ST,Bronze,62,68,51,59,62,58,73,Medium / Low,Right,3,2,
Han Hee Hoon,Daegu FC,Korea K-League Classic,Korea Republic,CB,Bronze,62,64,45,57,63,62,61,Medium / High,Right,3,2,
Aboud Omar,Cercle Brugge,Belgium Jupiler Pro League,Kenya,LB,Bronze,62,68,36,54,61,57,61,Medium / Medium,Left,3,2,
Chris Robertson,Swindon Town,England EFL League Two,Scotland,CB,Bronze,62,52,33,42,46,59,67,Low / Medium,Right,2,2,
Takuma Arano,Hokkaido Consadole Sapporo,Japan J1 League,Japan,CAM,Bronze,62,61,27,56,58,57,68,Medium / Medium,Right,3,2,
Hiroki Miyazawa,Hokkaido Consadole Sapporo,Japan J1 League,Japan,CM,Bronze,62,68,33,55,56,57,68,Medium / Medium,Right,3,2,
Ahmed Al Nazera,Al Fateh,Saudi Dawry Jameel League,Saudi Arabia,CAM,Bronze,62,66,24,45,60,62,61,Medium / Low,Right,3,3,
Hajime Hosogai,Kashiwa Reysol,Japan J1 League,Japan,CDM,Bronze,62,61,42,55,49,59,66,Medium / Medium,Right,4,2,
Bjørn Inge Utvik,Sarpsborg 08 FF,Norway Eliteserien,Norway,CB,Bronze,62,85,52,50,69,26,42,Medium / Medium,Right,3,2,
Francisco Sepúlveda,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,Chile,RB,Bronze,62,78,53,57,64,27,61,Medium / Medium,Right,2,2,
Liam Nolan,Accrington Stanley,England EFL League One,Northern Ireland,CM,Bronze,62,79,57,54,66,35,64,Medium / Medium,Right,2,2,
Matty Willock,St. Mirren,Scotland Premiership,England,CM,Bronze,62,69,60,57,64,34,52,Medium / Medium,Right,3,2,
Joe Rothwell,Blackburn Rovers,England EFL Championship,England,CM,Bronze,62,45,29,35,42,64,62,Medium / Medium,Right,3,3,
James Weir,Hull City,England EFL Championship,England,CM,Bronze,62,66,28,51,53,58,74,Medium / Medium,Right,2,3,
Donald Love,Sunderland,England EFL League One,Scotland,RB,Bronze,62,67,40,50,50,61,64,High / High,Right,3,2,
Nathan Holland,West Ham United,England Premier League,England,LM,Bronze,62,77,58,54,61,30,69,High / Medium,Right,4,3,
Alex Kiwomya,Doncaster Rovers,England EFL League One,England,RM,Bronze,62,33,42,48,51,63,65,High / Medium,Right,3,2,
Jordan Houghton,Milton Keynes Dons,England EFL League Two,England,CDM,Bronze,62,56,40,47,48,59,75,Medium / High,Right,3,2,
Aaron Taylor-Sinclair,Motherwell,Scotland Premiership,Scotland,LB,Bronze,62,82,57,56,64,21,63,High / Medium,Left,3,2,
Andrej Startsev,Energie Cottbus,Germany 3. Liga,Kazakhstan,RB,Bronze,62,88,61,52,63,35,62,High / Medium,Right,3,2,
Jonathan Amon,FC Nordsjælland,Denmark Superliga,United States,LW,Bronze,62,79,56,54,63,40,51,Medium / Medium,Right,3,2,
Paulo Retre,Sydney FC,Australia Hyundai A-League,Australia,RB,Bronze,62,77,58,54,64,25,56,Medium / Medium,Right,2,2,
Connor Pain,Central Coast Mariners,Australia Hyundai A-League,Australia,LM,Bronze,62,66,51,60,62,57,62,High / Medium,Left,3,2,
Lee Sang Ki,Pohang Steelers,Korea K-League Classic,Korea Republic,RB,Bronze,62,75,58,34,63,24,65,High / Medium,Right,3,2,
Jack Clisby,Central Coast Mariners,Australia Hyundai A-League,Australia,LB,Bronze,62,55,36,52,50,58,77,High / Medium,Left,2,2,
Jang Hyun Soo,Suwon Bluewings,Korea K-League Classic,Korea Republic,RM,Bronze,62,49,64,45,64,22,46,High / Low,Right,3,2,
Kim Do Hyung,Pohang Steelers,Korea K-League Classic,Korea Republic,RM,Bronze,62,68,64,62,61,60,72,High / Low,Right,3,2,
Jwa Joon Hyeop,Gyeongnam FC,Korea K-League Classic,Korea Republic,CM,Bronze,62,63,54,61,62,54,65,Medium / High,Right,3,2,
Noel Hunt,Waterford FC,Rep. Ireland Airtricity League,Republic of Ireland,ST,Bronze,62,70,53,54,55,61,70,Medium / Low,Right,3,2,
Harry Kyprianou,Southend United,England EFL League One,Cyprus,CB,Bronze,62,83,25,50,57,56,64,High / Medium,Left,2,2,
Hiram Boateng,Exeter City,England EFL League Two,England,CM,Bronze,62,82,57,54,63,46,67,High / High,Left,3,2,
Meritan Shabani,Bayern München,Germany 1. Bundesliga,Germany,CAM,Bronze,62,77,33,50,57,55,65,Medium / Medium,Right,3,3,
